Date,Item,Item desc.,Quantity,Ext. quantity, Price , Purchase amount , Amount ,PO number,Entered date,[ItemInventoryCode],NA Item #,Item Desc.,IBPI Price,Unit Difference,Total Difference,Total Savings 
8/21/2023,54G0H00,MS911 Black High Yield Toner Cartridge,1,1," $ 202,258.00 "," $ 202,258.00 "," $ 202,258.00 ",4900-0,8/21/2023,Supplies,16071016,Toner,$59.80,,,
8/23/2023,54G0H00,MS911 Black High Yield Toner Cartridge,1,1, $ 225.00 , $ 225.00 , $ 225.00 ,4900-1,8/23/2023,Supplies,16071016,Toner,$59.80,$165.20 ,$165.20 ,$165.20 
1/2/2024,TN439BK,Brother Black Super High Yeild Toner 9000 yield,1,1, $ 52.97 , $ 52.97 , $ 52.97 ,6921-0,1/2/2024,Supplies,19071010,Black Toner Cartridge,$42.28,$10.69 ,$10.69 ,$10.69 
1/2/2024,TN439M,Brother Magenta Super High Yeild Toner 9000 yield,1,1, $ 81.77 , $ 81.77 , $ 81.77 ,6921-0,1/2/2024,Supplies,19071012,Magenta Toner Cartridge,$66.03,$15.74 ,$15.74 ,$15.74 
1/2/2024,TN439Y,Brother Yellow Super High Yeild Toner 9000 yield,1,1, $ 81.77 , $ 81.77 , $ 81.77 ,6921-0,1/2/2024,Supplies,19071013,Yellow Toner Cartridge,$66.03,$15.74 ,$15.74 ,$15.74 
10/23/2023, 0CW1037P231,COVER PNC F UPR S,1,1, $ 49.62 , $ 49.62 , $ 49.62 ,5871-0,10/23/2023,Parts,#N/A,#N/A,#N/A,,,
4/18/2023,001R00613,Xerox WorkCentre 7525 7530 7535 7545 7556 7830 7835 7845 7855 7970 Transf Belt Cleaner 160000 Yield,2,2, $ 23.53 , $ 47.06 , $ 47.06 ,3150-0,4/18/2023,Parts,#N/A,#N/A,#N/A,,,
5/25/2023,001R00613,Xerox WorkCentre 7525 7530 7535 7545 7556 7830 7835 7845 7855 7970 Transf Belt Cleaner 160000 Yield,1,1, $ 23.53 , $ 23.53 , $ 23.53 ,3048-0,5/25/2023,Parts,#N/A,#N/A,#N/A,,,
4/18/2023,001R00623,"Xerox AltaLink C8130, 35, 45, 55, 70, B8145, 55, 70 Transfer Belt Cleaner (160,000 Yield)",2,2, $ 31.80 , $ 63.60 , $ 63.60 ,3150-0,4/18/2023,Parts,#N/A,#N/A,#N/A,,,
3/1/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,8013-0,3/1/2024,Supplies,#N/A,#N/A,#N/A,,,
3/7/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,8115-0,3/7/2024,Supplies,#N/A,#N/A,#N/A,,,
3/18/2024,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.18 , $ 35.18 , $ 35.18 ,8361-0,3/18/2024,Supplies,#N/A,#N/A,#N/A,,,
3/20/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,8417-0,3/20/2024,Supplies,#N/A,#N/A,#N/A,,,
4/10/2024,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.18 , $ 35.18 , $ 35.18 ,8810-0,4/10/2024,Supplies,#N/A,#N/A,#N/A,,,
5/1/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 32.49 , $ 32.49 , $ 32.49 ,3342-0,5/1/2023,Supplies,#N/A,#N/A,#N/A,,,
5/4/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,3376-0,5/4/2023,Supplies,#N/A,#N/A,#N/A,,,
5/10/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,3443-0,5/10/2023,Supplies,#N/A,#N/A,#N/A,,,
6/8/2023,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.09 , $ 70.18 , $ 70.18 ,3803-0,6/8/2023,Supplies,#N/A,#N/A,#N/A,,,
6/23/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4042-0,6/23/2023,Supplies,#N/A,#N/A,#N/A,,,
6/30/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4135-0,6/30/2023,Supplies,#N/A,#N/A,#N/A,,,
7/7/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4192-0,7/7/2023,Supplies,#N/A,#N/A,#N/A,,,
7/19/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4405-0,7/19/2023,Supplies,#N/A,#N/A,#N/A,,,
7/31/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4540-0,7/31/2023,Supplies,#N/A,#N/A,#N/A,,,
8/7/2023,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.09 , $ 35.09 , $ 35.09 ,4665-0,8/7/2023,Supplies,#N/A,#N/A,#N/A,,,
8/10/2023,006R01642,Versant 80/180 Black Toner - 6R1642,3,3, $ 35.09 , $ 105.27 , $ 105.27 ,4740-0,8/10/2023,Supplies,#N/A,#N/A,#N/A,,,
9/1/2023,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.09 , $ 70.18 , $ 70.18 ,5080-0,9/1/2023,Supplies,#N/A,#N/A,#N/A,,,
9/18/2023,006R01642,Versant 80/180 Black Toner - 6R1642,3,3, $ 35.09 , $ 105.27 , $ 105.27 ,5402-0,9/18/2023,Supplies,#N/A,#N/A,#N/A,,,
10/11/2023,006R01642,Versant 80/180 Black Toner - 6R1642,4,4, $ 35.09 , $ 140.36 , $ 140.36 ,5721-0,10/11/2023,Supplies,#N/A,#N/A,#N/A,,,
10/30/2023,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.09 , $ 70.18 , $ 70.18 ,5981-0,10/30/2023,Supplies,#N/A,#N/A,#N/A,,,
11/10/2023,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.09 , $ 70.18 , $ 70.18 ,6208-0,11/10/2023,Supplies,#N/A,#N/A,#N/A,,,
11/21/2023,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.09 , $ 70.18 , $ 70.18 ,6448-0,11/21/2023,Supplies,#N/A,#N/A,#N/A,,,
12/8/2023,006R01642,Versant 80/180 Black Toner - 6R1642,3,3, $ 35.09 , $ 105.27 , $ 105.27 ,6610-0,12/8/2023,Supplies,#N/A,#N/A,#N/A,,,
1/18/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,7163-0,1/18/2024,Supplies,#N/A,#N/A,#N/A,,,
1/29/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,7369-0,1/29/2024,Supplies,#N/A,#N/A,#N/A,,,
2/1/2024,006R01642,Versant 80/180 Black Toner - 6R1642,2,2, $ 35.18 , $ 70.36 , $ 70.36 ,7448-0,2/1/2024,Supplies,#N/A,#N/A,#N/A,,,
2/22/2024,006R01642,Versant 80/180 Black Toner - 6R1642,1,1, $ 35.18 , $ 35.18 , $ 35.18 ,7881-0,2/22/2024,Supplies,#N/A,#N/A,#N/A,,,
3/26/2024,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.91 , $ 46.91 , $ 46.91 ,8551-0,3/26/2024,Supplies,#N/A,#N/A,#N/A,,,
3/27/2024,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,8551-0,3/27/2024,Supplies,#N/A,#N/A,#N/A,,,
4/10/2024,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.91 , $ 46.91 , $ 46.91 ,8810-0,4/10/2024,Supplies,#N/A,#N/A,#N/A,,,
5/10/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 43.32 , $ 43.32 , $ 43.32 ,3443-0,5/10/2023,Supplies,#N/A,#N/A,#N/A,,,
6/23/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4042-0,6/23/2023,Supplies,#N/A,#N/A,#N/A,,,
7/31/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4540-0,7/31/2023,Supplies,#N/A,#N/A,#N/A,,,
9/1/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5080-0,9/1/2023,Supplies,#N/A,#N/A,#N/A,,,
9/26/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,5496-0,9/26/2023,Supplies,#N/A,#N/A,#N/A,,,
10/30/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5981-0,10/30/2023,Supplies,#N/A,#N/A,#N/A,,,
11/2/2023,006R01643,Versant 80/180 Cyan Toner - 6R1643,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,6059-0,11/2/2023,Supplies,#N/A,#N/A,#N/A,,,
2/1/2024,006R01643,Versant 80/180 Cyan Toner - 6R1643,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,7448-0,2/1/2024,Supplies,#N/A,#N/A,#N/A,,,
3/11/2024,006R01644,Versant 80/180 Magenta Toner - 6R1644,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,8212-0,3/11/2024,Supplies,#N/A,#N/A,#N/A,,,
5/3/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,3359-0,5/3/2023,Supplies,#N/A,#N/A,#N/A,,,
6/1/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,3677-0,6/1/2023,Supplies,#N/A,#N/A,#N/A,,,
6/23/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4042-0,6/23/2023,Supplies,#N/A,#N/A,#N/A,,,
7/19/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4405-0,7/19/2023,Supplies,#N/A,#N/A,#N/A,,,
8/7/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4665-0,8/7/2023,Supplies,#N/A,#N/A,#N/A,,,
8/25/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,4946-0,8/25/2023,Supplies,#N/A,#N/A,#N/A,,,
10/16/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5805-0,10/16/2023,Supplies,#N/A,#N/A,#N/A,,,
10/30/2023,006R01644,Versant 80/180 Magenta Toner - 6R1644,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5981-0,10/30/2023,Supplies,#N/A,#N/A,#N/A,,,
2/1/2024,006R01644,Versant 80/180 Magenta Toner - 6R1644,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,7448-0,2/1/2024,Supplies,#N/A,#N/A,#N/A,,,
3/18/2024,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.91 , $ 46.91 , $ 46.91 ,8361-0,3/18/2024,Supplies,#N/A,#N/A,#N/A,,,
3/26/2024,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.91 , $ 46.91 , $ 46.91 ,8551-0,3/26/2024,Supplies,#N/A,#N/A,#N/A,,,
3/27/2024,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.91 , $ 46.91 , $ 46.91 ,8551-0,3/27/2024,Supplies,#N/A,#N/A,#N/A,,,
4/9/2024,006R01645,Versant 80/180 Yellow Toner - 6R1645,2,2, $ 46.91 , $ 93.82 , $ 93.82 ,8789-0,4/9/2024,Supplies,#N/A,#N/A,#N/A,,,
5/4/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,3376-0,5/4/2023,Supplies,#N/A,#N/A,#N/A,,,
6/8/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,3829-0,6/8/2023,Supplies,#N/A,#N/A,#N/A,,,
6/30/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4135-0,6/30/2023,Supplies,#N/A,#N/A,#N/A,,,
7/7/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,4192-0,7/7/2023,Supplies,#N/A,#N/A,#N/A,,,
8/25/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,4946-0,8/25/2023,Supplies,#N/A,#N/A,#N/A,,,
10/16/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5805-0,10/16/2023,Supplies,#N/A,#N/A,#N/A,,,
10/30/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,2,2, $ 46.79 , $ 93.58 , $ 93.58 ,5981-0,10/30/2023,Supplies,#N/A,#N/A,#N/A,,,
11/21/2023,006R01645,Versant 80/180 Yellow Toner - 6R1645,1,1, $ 46.79 , $ 46.79 , $ 46.79 ,6448-0,11/21/2023,Supplies,#N/A,#N/A,#N/A,,,
1/18/2024,006R01645,Versant 80/180 Yellow Toner - 6R1645,2,2, $ 46.91 , $ 93.82 , $ 93.82 ,7163-0,1/18/2024,Supplies,#N/A,#N/A,#N/A,,,
3/8/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,8177-0,3/8/2024,Supplies,#N/A,#N/A,#N/A,,,
3/25/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,8531-0,3/25/2024,Supplies,#N/A,#N/A,#N/A,,,
3/26/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,8531-0,3/26/2024,Supplies,#N/A,#N/A,#N/A,,,
3/27/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,8531-0,3/27/2024,Supplies,#N/A,#N/A,#N/A,,,
5/10/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,6,6, $ 43.50 , $ 261.00 , $ 261.00 ,3445-0,5/10/2023,Supplies,#N/A,#N/A,#N/A,,,
6/1/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,3677-0,6/1/2023,Supplies,#N/A,#N/A,#N/A,,,
8/9/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,6,6, $ 47.68 , $ 286.08 , $ 286.08 ,4693-0,8/9/2023,Supplies,#N/A,#N/A,#N/A,,,
9/7/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,5113-0,9/7/2023,Supplies,#N/A,#N/A,#N/A,,,
10/6/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,5653-0,10/6/2023,Supplies,#N/A,#N/A,#N/A,,,
11/6/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,4,4, $ 47.68 , $ 190.72 , $ 190.72 ,6123-0,11/6/2023,Supplies,#N/A,#N/A,#N/A,,,
11/30/2023,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,4,4, $ 47.68 , $ 190.72 , $ 190.72 ,6512-0,11/30/2023,Supplies,#N/A,#N/A,#N/A,,,
1/4/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,5,5, $ 47.68 , $ 238.40 , $ 238.40 ,6955-0,1/4/2024,Supplies,#N/A,#N/A,#N/A,,,
1/31/2024,006R01734,Xerox Genuine Color PrimeLink XC9065 XC9070 Black Toner Cartridge 30000 Yield,4,4, $ 47.68 , $ 190.72 , $ 190.72 ,7408-0,1/31/2024,Supplies,#N/A,#N/A,#N/A,,,
10/4/2023,006R01735,Xerox Genuine Color PrimeLink XC9065 XC9070 Cyan Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,5613-0,10/4/2023,Supplies,#N/A,#N/A,#N/A,,,
2/26/2024,006R01735,Xerox Genuine Color PrimeLink XC9065 XC9070 Cyan Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,7971-0,2/26/2024,Supplies,#N/A,#N/A,#N/A,,,
3/8/2024,006R01736,Xerox Genuine Color PrimeLink XC9065 XC9070 Magenta Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,8177-0,3/8/2024,Supplies,#N/A,#N/A,#N/A,,,
6/1/2023,006R01736,Xerox Genuine Color PrimeLink XC9065 XC9070 Magenta Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,3677-0,6/1/2023,Supplies,#N/A,#N/A,#N/A,,,
12/14/2023,006R01736,Xerox Genuine Color PrimeLink XC9065 XC9070 Magenta Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,6706-0,12/14/2023,Supplies,#N/A,#N/A,#N/A,,,
6/29/2023,006R01737,Xerox Genuine Color PrimeLink XC9065 XC9070 Yellow Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,4116-0,6/29/2023,Supplies,#N/A,#N/A,#N/A,,,
11/6/2023,006R01737,Xerox Genuine Color PrimeLink XC9065 XC9070 Yellow Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,6123-0,11/6/2023,Supplies,#N/A,#N/A,#N/A,,,
2/7/2024,006R01737,Xerox Genuine Color PrimeLink XC9065 XC9070 Yellow Toner Cartridge 34000 Yield,3,3, $ 117.29 , $ 351.87 , $ 351.87 ,7544-0,2/7/2024,Supplies,#N/A,#N/A,#N/A,,,
2/28/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,8056-0,2/28/2024,Supplies,#N/A,#N/A,#N/A,,,
3/18/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,8380-0,3/18/2024,Supplies,#N/A,#N/A,#N/A,,,
4/8/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,8804-0,4/8/2024,Supplies,#N/A,#N/A,#N/A,,,
4/28/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 59.87 , $ 59.87 , $ 59.87 ,3343-0,4/28/2023,Supplies,#N/A,#N/A,#N/A,,,
5/9/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,3412-0,5/9/2023,Supplies,#N/A,#N/A,#N/A,,,
5/25/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,3635-0,5/25/2023,Supplies,#N/A,#N/A,#N/A,,,
6/16/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,3977-0,6/16/2023,Supplies,#N/A,#N/A,#N/A,,,
7/13/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,4331-0,7/13/2023,Supplies,#N/A,#N/A,#N/A,,,
9/18/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,5447-0,9/18/2023,Supplies,#N/A,#N/A,#N/A,,,
10/4/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,5673-0,10/4/2023,Supplies,#N/A,#N/A,#N/A,,,
11/17/2023,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,6377-0,11/17/2023,Supplies,#N/A,#N/A,#N/A,,,
1/3/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,6975-0,1/3/2024,Supplies,#N/A,#N/A,#N/A,,,
1/23/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,7298-0,1/23/2024,Supplies,#N/A,#N/A,#N/A,,,
2/13/2024,006R01766,Xerox PrimeLink B9000 B9100 B9110 B9125 B9136 Black Toner Cartridge 71500 Yield,1,1, $ 62.74 , $ 62.74 , $ 62.74 ,7719-0,2/13/2024,Supplies,#N/A,#N/A,#N/A,,,
3/7/2024,006R01824,"Xerox VersaLink C7120, 7125, 7130 Genuine Extra High Capacity Black Toner Cartridge (36,000 Yield)",1,1, $ 62.50 , $ 62.50 , $ 62.50 ,8206-0,3/7/2024,Supplies,#N/A,#N/A,#N/A,,,
12/6/2023,006R01825,"Xerox VersaLink C7120, 7125, 7130 Genuine Extra High Capacity Cyan Toner Cartridge (21,000 Yield",1,1, $ 101.28 , $ 101.28 , $ 101.28 ,6609-0,12/6/2023,Supplies,#N/A,#N/A,#N/A,,,
12/6/2023,006R01826,"Xerox VersaLink C7120, 7125, 7130 Genuine Extra High Capacity Magenta Toner Cartridge (21,000 Yield",1,1, $ 101.28 , $ 101.28 , $ 101.28 ,6609-0,12/6/2023,Supplies,#N/A,#N/A,#N/A,,,
12/6/2023,006R01827,"Xerox VersaLink C7120, 7125, 7130 Genuine Extra High Capacity Yellow Toner Cartridge (21,000 Yield",1,1, $ 101.28 , $ 101.28 , $ 101.28 ,6609-0,12/6/2023,Supplies,#N/A,#N/A,#N/A,,,
4/11/2023,006R04399,"Xerox B230, B225, B235 Standard Capacity Use & Return Toner Cartridge (1,200 Yield)",4,4, $ 45.66 , $ 182.64 , $ 182.64 ,3115-0,4/11/2023,Supplies,#N/A,#N/A,#N/A,,,
4/20/2023,006R04399,"Xerox B230, B225, B235 Standard Capacity Use & Return Toner Cartridge (1,200 Yield)",4,4, $ 45.66 , $ 182.64 , $ 182.64 ,3216-0,4/20/2023,Supplies,#N/A,#N/A,#N/A,,,
4/24/2023,006R04399,"Xerox B230, B225, B235 Standard Capacity Use & Return Toner Cartridge (1,200 Yield)",4,4, $ 45.66 , $ 182.64 , $ 182.64 ,3261-0,4/24/2023,Supplies,#N/A,#N/A,#N/A,,,
1/18/2024,007K19372,DRIVE ASSY-MAI,1,1, $ 230.00 , $ 230.00 , $ 230.00 ,7184-0,1/18/2024,Parts,#N/A,#N/A,#N/A,,,
3/8/2024,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,8177-0,3/8/2024,Supplies,#N/A,#N/A,#N/A,,,
3/29/2024,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,5,5, $ 6.08 , $ 30.40 , $ 30.40 ,8577-0,3/29/2024,Supplies,#N/A,#N/A,#N/A,,,
4/26/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 5.56 , $ 16.68 , $ 16.68 ,3281-0,4/26/2023,Supplies,#N/A,#N/A,#N/A,,,
5/10/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 5.56 , $ 16.68 , $ 16.68 ,3443-0,5/10/2023,Supplies,#N/A,#N/A,#N/A,,,
6/29/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,4116-0,6/29/2023,Supplies,#N/A,#N/A,#N/A,,,
7/24/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,4441-0,7/24/2023,Supplies,#N/A,#N/A,#N/A,,,
8/23/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,4941-0,8/23/2023,Supplies,#N/A,#N/A,#N/A,,,
10/6/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,5653-0,10/6/2023,Supplies,#N/A,#N/A,#N/A,,,
10/31/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,6021-0,10/31/2023,Supplies,#N/A,#N/A,#N/A,,,
11/6/2023,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,3,3, $ 6.08 , $ 18.24 , $ 18.24 ,6123-0,11/6/2023,Supplies,#N/A,#N/A,#N/A,,,
1/10/2024,008R12990,WASTE BTL DC240/250/242/ 252/WC7665/7655    47074,4,4, $ 6.08 , $ 24.32 , $ 24.32 ,7031-0,1/10/2024,Supplies,#N/A,#N/A,#N/A,,,
4/18/2023,008R13064,"Xerox WorkCentre 7425, 7428, 7435, 7525, 7530, 7535, 7545, 7556, 7830, 7835, 7845, 7855, 7970 Transf",2,2, $ 54.62 , $ 109.24 , $ 109.24 ,3150-0,4/18/2023,Parts,#N/A,#N/A,#N/A,,,
6/2/2023,008R13064,"Xerox WorkCentre 7425, 7428, 7435, 7525, 7530, 7535, 7545, 7556, 7830, 7835, 7845, 7855, 7970 Transf",1,1, $ -   , $ -   , $ -   ,3774-0,6/2/2023,Parts,#N/A,#N/A,#N/A,,,
12/13/2023,008R13102,Xerox Color 560 570 Fuser Unit 110V 200000 Yield,1,1, $ 192.88 , $ 192.88 , $ 192.88 ,6675-0,12/13/2023,Parts,#N/A,#N/A,#N/A,,,
